PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, ANT14
4-character ID, BRIP
Station name, Brimstone_Peak  
Begin Date, 2007-12-14
End Date, 2018-02-06
Release Date, 2021-02-16
Source file, BRIP.cwu.ant14.pos
Offset from source file, 0.69 mm North, -0.28 mm East, 7.46 mm Vertical
Reference position, -75.7956695856 North Latitude, 158.4691447392 East Longitude, 2110.89066 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2013-03-15,0.74, 0.30, 16.17, 2.96, 1.94, 13.38, fanet,
2013-03-16,0.75, 0.58, 14.83, 2.87, 1.99, 14.19, fanet,
2013-03-17,-0.94, -1.07, 12.17, 2.86, 2.37, 14.92, fanet,
2013-03-18,-1.11, 1.04, 14.39, 2.43, 1.84, 13.01, fanet,
2013-03-19,-2.65, 0.68, 12.52, 3.03, 2.16, 14.56, fanet,
2013-03-20,0.58, -0.89, 26.88, 3.65, 2.36, 15.43, fanet,
2013-03-21,-0.64, -1.84, 13.28, 2.93, 2.09, 14.19, fanet,
2013-03-22,2.23, 1.29, 8.03, 2.52, 1.91, 12.44, fanet,
2013-03-23,2.38, -2.03, 12.86, 3.05, 2.71, 15.57, fanet,
2013-03-24,0.39, 0.00, 4.36, 2.1, 1.6, 10.9, fanet,
2013-03-25,-0.98, 0.64, 18.23, 2.2, 1.7, 11.16, fanet,
2013-03-26,0.03, -0.46, 19.99, 2.22, 1.63, 11.18, fanet,
2013-03-27,-0.37, 2.96, 9.93, 3.51, 2.52, 16.76, fanet,
2013-03-28,1.90, 1.79, 21.80, 2.26, 1.79, 11.67, fanet,
2013-03-29,4.23, 4.56, 22.39, 2.93, 2.39, 14.64, fanet,
2013-03-30,-1.12, 0.01, 14.95, 2.6, 1.86, 13.07, fanet,
2013-03-31,-0.66, -0.06, 19.07, 2.38, 1.8, 12, fanet,
2013-04-02,1.87, -0.26, 11.65, 2.32, 1.68, 12.16, fanet,
2013-04-03,2.18, 1.32, 24.87, 2.6, 1.95, 12.76, fanet,
2013-04-04,-0.79, 1.32, 18.47, 2.7, 2.08, 13.12, fanet,
2013-04-05,0.25, 0.39, 17.02, 2.23, 1.75, 11.42, fanet,
2013-04-06,2.02, 0.57, 4.49, 2.73, 2.01, 13.65, fanet,
2013-04-07,-2.17, 1.06, 10.47, 2.96, 2.16, 13.02, fanet,
2013-04-08,1.40, -0.05, 8.32, 2.41, 1.82, 12.08, fanet,
2013-04-09,1.85, -0.85, 13.14, 2.64, 1.94, 13.46, fanet,
2013-04-10,1.52, 0.26, 19.47, 2.93, 2.28, 13.96, fanet,
2013-04-11,-0.57, 2.16, 10.72, 3.47, 2.57, 16.61, fanet,
2013-04-12,2.68, -0.28, 3.60, 2.59, 1.92, 12.72, fanet,
2013-04-13,2.57, 1.08, 5.29, 3.03, 2.18, 12.93, fanet,
2013-04-14,3.74, 1.73, 17.70, 3.38, 2.41, 15.24, fanet,
2013-04-15,0.90, -1.63, 6.71, 2.97, 2.13, 14.07, fanet,
2013-04-16,0.09, 1.24, 10.60, 2.43, 1.97, 11.73, fanet,
2013-04-17,1.07, 0.95, 0.98, 2.16, 1.63, 10.92, fanet,
2013-04-18,2.17, -0.52, -3.82, 2.05, 1.58, 10.58, fanet,
2013-04-19,2.08, -1.09, -0.30, 2.25, 1.64, 11.27, fanet,
2013-04-20,2.48, 0.29, 5.78, 2.52, 1.76, 12.46, fanet,
2013-04-21,1.64, -0.02, 0.33, 2.21, 1.61, 10.92, fanet,
2013-04-22,4.34, 1.15, 10.89, 2.19, 1.61, 10.76, fanet,
2013-04-23,0.94, -1.62, 9.87, 2.63, 1.91, 12.84, fanet,
2013-04-24,4.42, 0.30, 0.87, 3.59, 3.22, 16.06, fanet,
2013-04-25,3.61, 0.15, 11.90, 2.21, 1.62, 10.84, fanet,
2013-04-26,0.33, 1.41, 6.17, 2.82, 2.08, 14.14, fanet,
2013-04-27,1.29, 0.43, 4.03, 2.02, 1.49, 10.32, fanet,
2013-04-28,-0.10, -0.32, 11.09, 2.31, 1.66, 11.45, fanet,
2013-04-29,0.29, 0.09, 4.82, 2.37, 1.8, 11.59, fanet,
2013-04-30,0.91, 0.59, 12.20, 2.94, 2.26, 14.19, fanet,
2013-05-01,6.58, 4.20, 13.92, 4.15, 3.4, 19.03, fanet,
2013-05-02,-0.51, 0.27, 10.03, 2.24, 1.68, 11.43, fanet,
2013-05-03,0.38, 0.70, 0.19, 2.18, 1.63, 10.64, fanet,
2013-05-04,-0.61, 1.27, 6.50, 2.33, 1.78, 11.75, fanet,
2013-05-05,0.54, 0.30, 2.16, 2.75, 2.09, 12.91, fanet,
2013-05-06,1.72, 0.63, 17.71, 2.65, 2.07, 12.91, fanet,
2013-05-07,0.96, 0.32, 14.22, 2.66, 1.95, 12.61, fanet,
2013-05-08,0.25, 0.00, 16.43, 2.52, 1.9, 12.1, fanet,
2013-05-09,1.47, 1.62, 11.31, 2.31, 1.64, 11.11, fanet,
2013-05-10,2.27, 1.04, 9.94, 2.33, 1.69, 11.37, fanet,
2013-05-11,0.54, 1.63, 9.29, 2.23, 1.57, 11.02, fanet,
2013-05-12,-0.12, 0.90, 7.50, 2.14, 1.58, 10.43, fanet,
2013-05-13,0.37, -0.33, 5.96, 2.58, 1.84, 12.41, fanet,
2013-05-14,2.09, -0.77, 14.41, 2.82, 2.14, 13.19, fanet,
2013-05-15,-0.71, -1.30, 13.98, 2.6, 1.88, 12.56, fanet,
2013-05-16,-1.85, 0.46, 9.29, 2.48, 1.89, 12.52, fanet,
2013-05-17,-0.03, 0.83, 4.11, 2.42, 1.8, 12.33, fanet,
2013-05-18,-0.23, 0.82, 8.98, 2.79, 2.18, 13.68, fanet,
2013-05-19,-0.79, 0.16, 8.38, 2.15, 1.62, 10.88, fanet,
2013-05-20,-0.47, -1.21, 7.65, 2.12, 1.59, 10.91, fanet,
2013-05-21,0.85, -0.76, 12.29, 2.3, 1.84, 11.75, fanet,
2013-05-22,-0.81, 2.53, 6.82, 2.78, 1.97, 12.75, fanet,
2013-05-23,-2.84, 0.57, 3.75, 3.29, 2.33, 16.32, fanet,
2013-05-24,-0.46, 1.38, 7.20, 2.89, 2.08, 14.48, fanet,
2013-05-25,0.30, 0.92, 14.16, 2.65, 1.94, 13.2, fanet,
2013-05-26,-0.66, -0.32, 10.44, 2.29, 1.72, 11.36, fanet,
2013-05-27,-1.01, 1.13, 1.77, 2.55, 1.93, 12.82, fanet,
2013-05-28,-1.11, 0.60, -1.82, 2.54, 1.83, 12.65, fanet,
2013-05-29,0.13, -0.24, 2.20, 1.86, 1.38, 9.82, fanet,
2013-05-30,0.25, -0.49, 2.80, 1.91, 1.42, 9.81, fanet,
2013-05-31,-1.31, -0.36, 2.50, 2.14, 1.6, 11.09, fanet,
2013-06-01,-0.48, -1.21, 5.46, 2.53, 1.98, 12.9, fanet,
2013-06-02,0.37, 1.24, 3.31, 2.23, 1.65, 11.31, fanet,
2013-06-03,-0.02, 2.66, 2.26, 2.07, 1.62, 10.65, fanet,
2013-06-04,0.08, 0.88, 6.79, 2.17, 1.68, 11.34, fanet,
2013-06-05,1.27, 0.81, 2.50, 2.11, 1.54, 10.97, fanet,
2013-06-06,1.68, 0.85, 15.78, 2.66, 2.12, 13.91, fanet,
2013-06-07,-0.56, -0.12, 9.40, 2.26, 1.66, 11.27, fanet,
2013-06-08,0.13, -0.79, 12.19, 1.99, 1.49, 10.91, fanet,
2013-06-09,-0.92, -0.40, 15.12, 1.93, 1.44, 10.04, fanet,
2013-06-10,1.19, -0.88, 6.85, 2.09, 1.5, 10.76, fanet,
2013-06-11,-1.56, -0.54, 5.19, 2.12, 1.54, 10.96, fanet,
2013-06-12,-1.10, -0.41, 1.60, 2, 1.52, 10.47, fanet,
2013-06-13,-1.06, -0.03, 3.11, 1.93, 1.46, 10.1, fanet,
2013-06-14,0.02, 0.02, 3.08, 2.02, 1.51, 10.55, fanet,
2013-06-15,-0.07, 0.49, 3.22, 2.11, 1.52, 10.36, fanet,
2013-06-16,0.41, -0.02, -0.76, 2.02, 1.48, 10.3, fanet,
2013-06-17,0.96, 0.06, -4.64, 2.02, 1.48, 10.36, fanet,
2013-06-18,0.10, -0.25, -3.32, 2.06, 1.55, 10.43, fanet,
2013-06-19,-0.33, -0.66, 2.64, 1.97, 1.49, 10.13, fanet,
2013-06-20,0.33, -0.13, -1.31, 2.16, 1.7, 11.06, fanet,
2013-06-21,0.14, -0.22, -1.62, 2.21, 1.7, 11.48, fanet,
2013-06-22,1.25, -0.86, 0.21, 2.4, 1.7, 11.93, fanet,
2013-06-23,0.00, -0.22, -2.05, 2.5, 1.9, 13.23, fanet,
2013-06-24,-0.57, -0.13, -5.61, 2.27, 1.73, 11.78, fanet,
2013-06-25,-0.01, -0.37, -6.70, 2.06, 1.54, 10.7, fanet,
2013-06-26,0.09, -0.47, -11.25, 1.9, 1.41, 9.97, fanet,
2013-06-27,0.24, -1.62, 9.23, 2.03, 1.52, 10.66, fanet,
2013-06-28,-0.16, 0.90, 1.70, 2.23, 1.69, 11.23, fanet,
2013-06-29,0.41, -0.31, 2.51, 2.15, 1.65, 11.25, fanet,
2013-06-30,0.05, -0.27, 2.53, 1.91, 1.42, 9.95, fanet,
2013-07-01,0.00, -0.36, -0.22, 2.19, 1.54, 11.12, fanet,
2013-07-02,0.14, -0.15, 8.70, 1.99, 1.46, 10.22, fanet,
2013-07-03,0.23, 0.56, 9.91, 1.96, 1.48, 10.17, fanet,
2013-07-04,0.44, 0.50, 8.82, 1.98, 1.45, 10.11, fanet,
2013-07-05,-1.38, 0.94, 13.22, 2.3, 1.71, 11.63, fanet,
2013-07-06,-0.59, -1.32, 10.48, 2.5, 2.24, 13.25, fanet,
2013-07-07,0.31, 0.66, 2.53, 1.98, 1.46, 10.19, fanet,
2013-07-08,0.40, -0.22, 9.48, 1.97, 1.49, 10.19, fanet,
2013-07-09,-0.94, 0.39, 4.93, 2.23, 1.64, 11.27, fanet,
2013-07-10,-1.84, -0.95, 4.30, 2.49, 1.91, 13.02, fanet,
2013-07-11,-2.04, 0.33, 8.29, 2.43, 1.96, 12.29, fanet,
2013-07-12,-0.29, -0.51, 11.56, 2.22, 1.74, 12.36, fanet,
2013-07-13,-0.25, 1.07, 5.81, 2.3, 1.81, 11.54, fanet,
2013-07-14,-0.88, 0.39, 5.40, 2.34, 1.87, 12.24, fanet,
2013-07-15,1.61, -0.64, 4.95, 2.23, 1.69, 11.61, fanet,
2013-07-16,0.20, 1.56, 5.28, 1.91, 1.41, 9.83, fanet,
2013-07-17,0.50, 1.13, 12.26, 2.01, 1.49, 10.4, fanet,
2013-07-18,0.01, 1.38, 7.94, 2.35, 1.81, 11.64, fanet,
2013-07-19,1.18, -1.26, 4.71, 2.37, 1.79, 11.83, fanet,
2013-07-20,0.55, -1.54, 18.85, 1.94, 1.42, 9.92, fanet,
2013-07-21,0.40, -0.79, 19.03, 1.97, 1.46, 10.08, fanet,
2013-07-22,1.74, -1.48, 15.54, 2.13, 1.58, 11.08, fanet,
2013-07-23,1.62, -0.40, 8.44, 2.06, 1.49, 10.37, fanet,
2013-07-24,0.90, -0.96, 13.35, 1.98, 1.46, 10.26, fanet,
2013-07-25,1.46, -1.44, 9.46, 2.16, 1.66, 11.17, fanet,
2013-07-26,0.57, 0.42, 10.37, 2.04, 1.55, 10.78, fanet,
2013-07-27,0.63, -1.12, 1.81, 2.08, 1.6, 10.72, fanet,
2013-07-28,1.95, 2.32, 0.06, 2.02, 1.45, 10.36, fanet,
2013-07-29,1.53, 0.63, 6.11, 2.03, 1.47, 10.09, fanet,
2013-07-30,1.73, 0.86, 9.48, 2.07, 1.52, 10.67, fanet,
2013-07-31,-0.02, 0.23, 9.80, 1.92, 1.44, 10.07, fanet,
2013-08-01,1.47, -0.35, 15.88, 2.05, 1.43, 10.15, fanet,
2013-08-02,-0.25, 0.01, 8.78, 2.02, 1.52, 10.57, fanet,
2013-08-03,0.80, -0.61, 10.42, 2.11, 1.56, 10.75, fanet,
2013-08-04,1.37, -0.88, 8.27, 2.29, 1.63, 11.45, fanet,
2013-08-05,2.55, -0.34, 4.36, 2.34, 1.86, 12.63, fanet,
2013-08-06,2.59, -0.42, -1.80, 1.96, 1.44, 10.1, fanet,
2013-08-07,1.66, -0.46, -8.74, 2.01, 1.5, 10.43, fanet,
2013-08-08,2.87, -0.28, -11.83, 2.14, 1.56, 11.13, fanet,
2013-08-09,1.41, -1.37, -5.88, 2.35, 1.84, 12.4, fanet,
2013-08-10,0.65, -0.94, -3.73, 2.18, 1.72, 11.19, fanet,
2013-08-11,-1.14, 1.30, -13.95, 2.13, 1.67, 11.42, fanet,
2013-08-12,-0.47, -0.27, -11.34, 1.97, 1.44, 10.16, fanet,
2013-08-13,0.40, -1.16, -13.19, 2.58, 1.91, 12.87, fanet,
2013-08-14,1.16, -0.42, -18.90, 2.17, 1.61, 10.83, fanet,
2013-08-15,0.20, 0.48, -24.04, 2.29, 1.76, 12.25, fanet,
2013-08-16,-0.75, -1.90, -4.68, 2.41, 1.82, 12.01, fanet,
2013-08-17,-0.21, -0.52, -2.05, 2.1, 1.56, 10.77, fanet,
2013-08-18,0.77, -0.70, -7.84, 2.37, 1.82, 12.13, fanet,
2013-08-19,1.39, 1.26, -4.10, 2.02, 1.52, 10.62, fanet,
2013-08-20,0.43, 1.10, -2.44, 2.25, 1.72, 11, fanet,
2013-08-21,-0.93, 0.67, -3.75, 3.09, 2.24, 14.34, fanet,
2013-08-22,3.62, 1.40, -2.44, 2.24, 1.79, 12, fanet,
2013-08-23,0.08, 0.74, 10.04, 2.6, 2.17, 13.36, fanet,
2013-08-24,1.72, 1.32, 2.36, 2.57, 1.93, 13.11, fanet,
2013-08-25,0.85, 0.43, 7.68, 2.45, 1.96, 12.64, fanet,
2013-08-26,0.00, 1.19, 12.32, 2.14, 1.7, 10.96, fanet,
2013-08-27,-0.80, -0.15, 17.22, 2.45, 1.92, 12.47, fanet,
2013-08-28,-1.94, 1.25, 13.31, 2.29, 1.65, 11.23, fanet,
2013-08-29,0.48, 0.96, 6.49, 2.27, 1.69, 11.75, fanet,
2013-08-30,0.22, 0.23, 6.42, 2.47, 1.85, 12.28, fanet,
2013-08-31,2.64, 0.63, 9.82, 2.3, 1.79, 12.07, fanet,
2013-09-01,0.60, 2.93, 5.78, 2.27, 1.75, 11.23, fanet,
2013-09-02,3.88, 3.42, -5.93, 2.34, 1.74, 12.11, fanet,
2013-09-03,2.84, -0.71, 7.07, 2.54, 1.82, 12.54, fanet,
2013-09-04,0.60, 0.89, 13.80, 2.21, 1.62, 10.83, fanet,
2013-09-05,-0.78, -0.01, 1.42, 2.34, 1.71, 11.53, fanet,
2013-09-06,-0.38, -0.88, 11.60, 2.79, 2.22, 14.02, fanet,
2013-09-07,-0.18, 0.49, 5.47, 2.07, 1.57, 10.63, fanet,
2013-09-08,-0.61, -0.59, 2.45, 2.28, 1.59, 11.21, fanet,
2013-09-09,1.49, -0.33, 5.32, 2.18, 1.56, 11.13, fanet,
2013-09-10,0.50, -1.52, 6.14, 2.49, 1.82, 12.34, fanet,
2013-09-11,-0.91, 0.05, 3.36, 2.22, 1.69, 11.79, fanet,
2013-09-12,-1.39, -0.59, 4.69, 2.24, 1.65, 11, fanet,
2013-09-13,-1.42, 0.16, -2.42, 2.5, 1.85, 12.39, fanet,
2013-09-14,-1.27, 0.10, 6.05, 2.3, 1.57, 11.72, fanet,
2013-09-15,-1.08, -0.53, 9.52, 2.33, 1.8, 11.61, fanet,
2013-09-16,0.83, -0.78, 0.73, 2.47, 1.82, 12.56, fanet,
2013-09-17,2.28, -0.22, -2.25, 2.23, 1.76, 11.31, fanet,
2013-09-18,-0.26, -1.05, 3.00, 2.21, 1.67, 11.15, fanet,
2013-09-19,0.40, 1.27, -3.42, 2.64, 1.93, 12.98, fanet,
2013-09-20,-0.03, 1.17, -6.57, 2.24, 1.66, 11.84, fanet,
2013-09-21,0.15, 0.12, -3.09, 2.31, 1.7, 11.91, fanet,
2013-09-22,-0.16, -0.94, 6.88, 2.31, 1.66, 11.33, fanet,
2013-09-23,0.61, -1.17, 5.64, 2.49, 1.78, 12.34, fanet,
2013-09-24,-0.22, -0.72, 6.91, 2.67, 2.06, 12.99, fanet,
2013-09-25,-1.10, 0.81, -4.84, 2.39, 1.71, 12, fanet,
2013-09-26,-0.86, -0.19, -4.66, 2.31, 1.64, 11.1, fanet,
2013-09-27,0.11, -0.62, -9.72, 2.23, 1.61, 10.98, fanet,
2013-09-28,1.33, -1.49, 3.80, 2.21, 1.62, 11.19, fanet,
2013-09-29,3.45, 0.11, 4.28, 2.09, 1.53, 10.57, fanet,
2013-09-30,1.51, 0.22, 14.22, 2.59, 1.92, 13.38, fanet,
2013-10-01,-1.03, 1.04, 6.81, 2.88, 2.17, 14.27, fanet,
2013-10-02,-0.07, -0.99, 8.95, 2.46, 1.75, 12.37, fanet,
2013-10-03,0.35, -0.07, 3.64, 2.45, 1.66, 12.14, fanet,
2013-10-04,0.83, -0.35, 8.96, 2.09, 1.59, 10.69, fanet,
2013-10-05,2.34, -0.30, -6.00, 2.34, 1.65, 11.91, fanet,
2013-10-06,1.32, 0.63, -6.46, 2.27, 1.67, 11.14, fanet,
2013-10-07,1.59, 0.43, -4.61, 2.54, 1.9, 12.44, fanet,
2013-10-08,2.17, -0.59, -6.39, 2.42, 1.76, 12.26, fanet,
2013-10-09,2.07, -1.22, 0.23, 2.54, 1.8, 12.59, fanet,
2013-10-10,-0.16, -0.07, 5.99, 2.43, 1.66, 11.59, fanet,
2013-10-11,1.36, -1.69, -0.83, 2.27, 1.67, 11.42, fanet,
2013-10-12,3.84, 2.14, 7.13, 3.3, 2.33, 16.13, fanet,
2013-10-13,-0.26, 0.25, 9.97, 2.44, 1.75, 12.36, fanet,
2013-10-14,1.63, -0.54, 2.55, 2.77, 2.1, 13.95, fanet,
2013-10-15,0.03, -0.56, 4.34, 2.53, 1.77, 12.94, fanet,
2013-10-16,0.10, 1.30, 9.58, 2.98, 2.08, 14.26, fanet,
2013-10-17,-0.55, 1.40, 10.77, 3.49, 2.99, 16.66, fanet,
2013-10-18,0.01, 0.77, 8.35, 2, 1.46, 10.23, fanet,
2013-10-19,0.16, 0.52, 8.64, 2.59, 2.01, 13.94, fanet,
2013-10-20,2.27, -0.04, 6.22, 2.46, 1.86, 12.27, fanet,
2013-10-21,1.24, 0.72, 7.94, 2.66, 1.89, 12.77, fanet,
2013-10-22,-0.67, 2.40, -2.03, 3.8, 3.35, 18.55, fanet,
2013-10-23,0.29, 1.21, 4.29, 3.13, 2.24, 14.53, fanet,
2013-10-24,-1.34, 1.59, 10.52, 2.94, 1.93, 13.62, fanet,
2013-10-25,0.14, -0.06, 9.01, 2.56, 1.85, 12.88, fanet,
2013-10-26,-1.24, 0.62, 4.61, 2.78, 2.27, 13.79, fanet,
2013-10-27,0.10, -0.44, 0.85, 2.15, 1.54, 11.11, fanet,
2013-10-28,0.06, 0.37, -2.42, 2.59, 1.97, 12.71, fanet,
2013-10-29,-0.57, 1.03, 0.38, 3.02, 2.4, 13.28, fanet,
2013-10-30,1.37, 1.93, 1.37, 3.23, 2.55, 14.77, fanet,
2013-10-31,-0.78, 3.00, 2.28, 3.04, 2.39, 14.33, fanet,
2013-11-01,0.48, 1.54, 1.52, 3.04, 2.06, 14.71, fanet,
2013-11-02,-0.33, 0.63, 6.92, 2.66, 2, 13.51, fanet,
2013-11-03,-2.33, -0.01, 10.10, 3.11, 2.21, 16.63, fanet,
2013-11-04,1.56, 0.54, 1.11, 3.25, 2.53, 16.3, fanet,
2013-11-05,0.26, 0.16, 8.86, 2.46, 1.88, 13.2, fanet,
2013-11-06,0.23, -0.40, 13.04, 2.45, 1.86, 12.82, fanet,
2013-11-07,-1.18, 3.36, -1.58, 4.39, 4.02, 22.09, fanet,
2013-11-08,-0.87, -0.23, 8.72, 2.45, 1.74, 12.21, fanet,
2013-11-09,-0.82, 0.02, 1.80, 2.87, 2.3, 14.29, fanet,
2013-11-10,-2.29, -0.05, 6.31, 2.53, 1.92, 12.78, fanet,
2013-11-11,0.61, -0.31, 1.28, 3.49, 2.59, 17.67, fanet,
2013-11-12,-1.73, -0.92, 3.36, 2.2, 1.57, 11.45, fanet,
2013-11-13,-0.29, -0.23, 0.05, 2.32, 1.76, 11.51, fanet,
2013-11-14,-1.13, -0.40, -0.43, 2.58, 1.81, 12.66, fanet,
2013-11-15,-3.03, -0.42, -5.93, 3.17, 2.64, 17.65, fanet,
2013-11-16,-0.99, 0.50, 2.86, 3.11, 2.35, 14.75, fanet,
2013-11-17,1.46, -0.83, 4.95, 2.74, 1.86, 14.05, fanet,
2013-11-18,0.15, -1.54, 6.61, 2.31, 1.76, 11.75, fanet,
2013-11-19,-1.31, -0.31, 10.10, 2.66, 2.09, 13.74, fanet,
2013-11-20,0.37, -2.23, 2.84, 3.22, 2.32, 16.21, fanet,
2013-11-21,-0.30, -0.51, 3.41, 2.26, 1.66, 11.86, fanet,
2013-11-22,1.03, -1.01, 0.96, 2.39, 1.66, 12.74, fanet,
2013-11-23,5.07, -0.36, -0.96, 2.72, 2.01, 13.44, fanet,
2013-11-24,1.27, -1.37, 3.99, 2.55, 1.8, 12.62, fanet,
2013-11-25,-0.74, -0.13, 3.02, 2.42, 1.73, 12.66, fanet,
2013-11-26,0.89, -1.01, 1.57, 2.11, 1.56, 11.01, fanet,
2013-11-27,-0.28, -2.42, -0.73, 2.19, 1.6, 11.13, fanet,
2013-11-28,0.30, -1.12, -6.61, 2.47, 1.98, 12.44, fanet,
2013-11-29,-0.40, -0.36, 6.67, 2.93, 2.32, 14.41, fanet,
2013-11-30,0.53, -0.45, 5.29, 2.58, 1.89, 12.9, fanet,
2013-12-01,1.33, 0.46, 1.98, 3.13, 2.09, 15.36, fanet,
2013-12-03,-2.01, -1.73, 18.67, 2.83, 2.13, 13.9, fanet,
2013-12-04,0.41, -0.72, 6.53, 2.46, 1.77, 11.81, fanet,
2013-12-05,1.08, 0.23, 5.54, 2.45, 1.79, 12.21, fanet,
2013-12-06,-1.06, -1.82, 14.02, 2.48, 1.92, 12.8, fanet,
2013-12-07,0.28, -0.82, 12.74, 2.94, 2.19, 16.68, fanet,
2013-12-08,0.87, -2.18, -8.65, 2.64, 1.95, 13.89, fanet,
2013-12-09,1.65, 0.79, 0.62, 2.11, 1.55, 10.75, fanet,
2013-12-10,2.78, 0.04, 3.74, 2.26, 1.64, 11.27, fanet,
2013-12-11,2.55, 0.52, 5.44, 2.19, 1.66, 11.07, fanet,
2013-12-12,1.84, -1.16, -0.31, 2.36, 1.79, 11.79, fanet,
2013-12-13,3.06, 1.60, 2.18, 2.04, 1.56, 10.46, fanet,
2013-12-14,3.92, -1.60, 2.54, 3.45, 2.77, 16.37, fanet,
2013-12-15,-0.16, 0.08, -2.35, 2.96, 2.15, 14.51, fanet,
2013-12-16,-0.87, -2.10, 2.60, 2.81, 2.03, 13.51, fanet,
2013-12-17,-0.84, -0.45, 5.81, 2.54, 1.92, 13.32, fanet,
2013-12-18,0.37, -1.69, 6.21, 2.6, 1.88, 13.76, fanet,
2013-12-19,0.27, -3.72, 2.08, 3.19, 3.04, 16.18, fanet,
2013-12-20,0.54, -0.75, 0.81, 2.61, 1.98, 13.96, fanet,
2013-12-21,0.45, -1.07, 4.93, 2.31, 1.69, 11.72, fanet,
2013-12-22,-0.07, -0.61, 4.39, 2, 1.47, 10.17, fanet,
2013-12-23,-0.05, -0.68, 9.32, 2.18, 1.61, 11.46, fanet,
2013-12-24,0.99, 0.11, 8.63, 2.21, 1.64, 11.28, fanet,
2013-12-25,0.01, -1.31, 9.23, 2.51, 1.93, 12.62, fanet,
2013-12-26,0.78, -1.17, -1.36, 2.2, 1.52, 11.24, fanet,
2013-12-27,2.97, -0.95, 8.46, 2.27, 1.71, 11.75, fanet,
2013-12-28,1.20, -0.40, 3.33, 2.27, 1.7, 11.4, fanet,
2013-12-29,2.37, 0.42, 2.22, 2.31, 1.71, 11.63, fanet,
2013-12-30,2.18, -0.79, 0.38, 2.36, 1.71, 11.79, fanet,
2013-12-31,2.35, 0.02, -6.19, 2.47, 1.92, 13.09, fanet,
2014-01-01,1.24, -2.84, -4.10, 2.68, 2.16, 13.46, fanet,
2014-01-02,3.83, 0.28, 11.08, 2.48, 1.8, 12.87, fanet,
2014-01-03,-0.01, -1.49, 4.26, 2.29, 1.6, 11.6, fanet,
2014-01-04,2.52, -1.56, 0.68, 2.48, 1.89, 12.12, fanet,
2014-01-05,0.54, 0.87, -3.68, 2.32, 1.58, 11.49, fanet,
2014-01-06,2.69, 0.19, -1.86, 2.32, 1.71, 12.11, fanet,
2014-01-07,0.98, -1.23, -0.73, 2.43, 1.87, 11.84, fanet,
2014-01-08,-0.43, -0.97, 1.96, 2.27, 1.76, 11.84, fanet,
2014-01-09,0.59, -1.58, -0.63, 2.51, 1.79, 12.7, fanet,
2014-01-10,0.21, -0.92, -2.53, 2.18, 1.5, 11, fanet,
2014-01-11,-0.40, -1.24, 1.98, 2.31, 1.68, 11.21, fanet,
2014-01-12,2.09, -1.95, 3.28, 3.67, 2.86, 17.96, fanet,
2014-01-13,1.26, -3.00, -0.70, 2.65, 1.97, 13.2, fanet,
2014-01-14,-0.67, -1.83, -0.49, 2.79, 2.05, 14, fanet,
2014-01-15,0.14, -2.35, -1.99, 2.29, 1.6, 11.47, fanet,
2014-01-16,0.68, -1.78, -2.25, 2.32, 1.59, 11.54, fanet,
2014-01-17,-0.38, -2.25, -4.00, 2.96, 2.11, 14.27, fanet,
2014-01-18,0.38, -2.24, -5.66, 2.32, 1.67, 11.44, fanet,
2014-01-19,-0.39, -1.08, -3.09, 2.01, 1.45, 10.33, fanet,
2014-01-20,0.57, -1.89, -2.06, 2.62, 1.9, 12.55, fanet,
2014-01-21,0.03, -3.36, 1.16, 2.7, 1.92, 14.05, fanet,
2014-01-22,-1.01, -2.20, 7.35, 2.85, 2.06, 13.68, fanet,
2014-01-23,0.05, -2.17, 0.25, 2.39, 1.75, 12.64, fanet,
2014-01-24,1.16, -1.22, -5.80, 2.28, 1.63, 11.53, fanet,
2014-01-25,-0.60, -1.98, 4.07, 2.49, 1.79, 13.03, fanet,
2014-01-26,0.07, -2.05, -1.43, 2.31, 1.65, 11.7, fanet,
2014-01-27,0.61, -1.52, -2.27, 2.27, 1.66, 12.38, fanet,
2014-01-28,0.38, -2.55, 5.56, 2.73, 2.01, 12.77, fanet,
2014-01-29,0.66, -2.45, 12.51, 2.7, 1.8, 13.27, fanet,
2014-01-30,0.73, -0.93, 0.80, 2.08, 1.49, 10.98, fanet,
2014-01-31,0.95, -2.54, 0.39, 2.55, 1.76, 13.4, fanet,
2014-02-01,-1.39, -2.47, 4.72, 3.21, 2.29, 17.58, fanet,
2014-02-02,-0.48, -0.61, -4.67, 2.69, 1.96, 13.03, fanet,
2014-02-03,-2.55, -1.27, 5.65, 3.39, 2.57, 16.66, fanet,
2014-02-04,1.80, -2.86, 4.76, 2.63, 1.85, 13.58, fanet,
2014-02-05,-0.48, -1.32, 4.63, 3, 2.36, 16.61, fanet,
2014-02-06,1.79, -3.30, -4.42, 2.73, 2.07, 13.46, fanet,
2014-02-07,-0.50, -2.25, -3.80, 2.92, 1.98, 14.81, fanet,
2014-02-08,1.27, 0.82, -5.72, 3.2, 2.46, 16.67, fanet,
2014-02-09,-0.25, -1.98, -1.47, 2.92, 2.4, 15.32, fanet,
2014-02-10,8.99, 0.81, 18.34, 3.67, 2.61, 17.65, fanet,
2014-02-11,4.12, 1.32, 5.60, 2.46, 1.84, 12.29, fanet,
