PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, ANT14
4-character ID, BRIP
Station name, Brimstone_Peak  
Begin Date, 2007-12-14
End Date, 2018-02-06
Release Date, 2021-02-16
Source file, BRIP.cwu.ant14.pos
Offset from source file, 0.69 mm North, -0.28 mm East, 7.46 mm Vertical
Reference position, -75.7956695856 North Latitude, 158.4691447392 East Longitude, 2110.89066 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2014-02-12,5.02, 1.17, -3.55, 3.41, 2.5, 15.54, fanet,
2014-02-13,2.05, -0.84, -0.56, 2.51, 1.71, 11.76, fanet,
2014-02-14,0.83, -1.75, 2.99, 2.45, 1.71, 12.33, fanet,
2014-02-15,-0.82, -1.46, 1.57, 3.04, 2.14, 15.29, fanet,
2014-02-16,0.57, -0.69, 4.90, 2.58, 1.92, 12.36, fanet,
2014-02-17,-0.21, -2.43, 2.29, 2.55, 1.9, 13.37, fanet,
2014-02-18,-0.99, -1.26, 12.63, 3.51, 2.84, 17.16, fanet,
2014-02-19,2.34, -0.67, 6.34, 3.47, 2.19, 15.51, fanet,
2014-02-20,1.82, 0.02, 1.93, 2.78, 1.91, 13.63, fanet,
2014-02-21,2.22, -0.64, 7.63, 2.58, 1.87, 13.55, fanet,
2014-02-22,-1.47, 1.32, 23.70, 3.98, 3.11, 21.42, fanet,
2014-02-23,0.07, -0.34, 19.05, 2.53, 1.86, 12.42, fanet,
2014-02-24,0.79, -1.43, 9.57, 2.21, 1.57, 11.43, fanet,
2014-02-25,1.16, -0.84, 6.64, 2.58, 1.88, 13.67, fanet,
2014-02-26,0.62, -1.47, 12.81, 2.87, 2.41, 14.3, fanet,
2014-02-27,2.44, -1.36, 13.55, 3.43, 2.9, 19.07, fanet,
2014-02-28,0.40, -1.35, 15.49, 2.53, 1.88, 12.48, fanet,
2014-03-01,-1.58, -0.05, 16.60, 3.67, 2.74, 16.98, fanet,
2014-03-02,0.66, -0.28, 15.17, 2.35, 1.83, 11.72, fanet,
2014-03-03,0.26, 0.44, 7.39, 3.24, 2.68, 19.29, fanet,
2014-03-04,-0.30, -2.14, 13.39, 3.26, 2.82, 17.38, fanet,
2014-03-05,0.78, -0.16, 0.33, 3.28, 2.62, 17.81, fanet,
2014-03-06,-1.52, 1.58, 4.48, 3.14, 2.3, 15.77, fanet,
2014-03-07,-0.85, -1.07, 16.99, 2.74, 1.97, 14.14, fanet,
2014-03-08,-1.28, 0.08, 7.62, 3.09, 2.15, 14.31, fanet,
2014-03-09,2.01, -0.44, 4.65, 2.78, 1.99, 13.93, fanet,
2014-03-10,0.65, -0.15, 16.59, 3.12, 2.52, 16.3, fanet,
2014-03-11,0.06, 0.42, 3.03, 2.77, 1.94, 13.99, fanet,
2014-03-12,1.78, 1.66, 16.29, 2.99, 2.46, 15.38, fanet,
2014-03-13,0.14, -0.64, 12.62, 2.73, 2.03, 13.51, fanet,
2014-03-14,-1.00, -0.33, 5.32, 3.03, 2.19, 14.9, fanet,
2014-03-15,2.46, 0.60, 16.27, 3.05, 2.13, 14.92, fanet,
2014-03-16,2.58, -0.61, 9.92, 2.39, 1.68, 11.51, fanet,
2014-03-17,-0.26, -0.16, 10.71, 2.41, 1.82, 12.11, fanet,
2014-03-18,1.95, 4.83, 15.60, 5.73, 5.18, 25.14, fanet,
2014-03-19,0.80, 2.41, 15.74, 3.58, 3.01, 18.05, fanet,
2014-03-20,1.55, 0.82, 25.79, 3.37, 2.92, 16.43, fanet,
2014-03-21,2.00, -1.19, 10.60, 3.31, 2.39, 16.06, fanet,
2014-03-22,4.43, -1.99, 14.91, 3.07, 2.41, 14.42, fanet,
2014-03-23,3.34, -0.49, 12.99, 4.21, 3.1, 18.2, fanet,
2014-03-24,1.96, 0.61, 13.77, 3.36, 2.34, 15, fanet,
2014-03-25,-3.04, 1.45, 14.55, 5.78, 4.65, 25.52, fanet,
2014-03-26,2.22, -0.61, 21.43, 2.88, 2.17, 13.51, fanet,
2014-03-27,-3.06, 5.21, 8.31, 5.1, 5.27, 21.77, fanet,
2014-03-28,3.58, 1.48, 2.38, 3.96, 3.87, 22.56, fanet,
2014-03-29,0.07, 2.08, 17.28, 3.38, 2.31, 15.58, fanet,
2014-03-30,1.88, 1.16, 11.24, 2.42, 1.85, 12.17, fanet,
2014-03-31,3.97, 1.23, 16.56, 3.02, 2.19, 15.18, fanet,
2014-04-01,3.78, 0.28, 13.78, 3.66, 2.35, 15.31, fanet,
2014-04-02,1.17, 0.86, 25.64, 3.7, 2.71, 18.4, fanet,
2014-04-03,2.22, -2.88, 11.46, 2.97, 2.19, 14.3, fanet,
2014-04-04,0.76, -0.80, 26.24, 3.4, 2.47, 15.85, fanet,
2014-04-05,-0.52, -1.63, 20.76, 3.05, 2.51, 15.16, fanet,
2014-04-06,-0.86, -0.36, 11.51, 3.49, 2.56, 16.23, fanet,
2014-04-07,4.43, 0.83, 9.12, 3.93, 2.74, 17.91, fanet,
2014-04-08,1.08, 0.91, 15.67, 2.98, 2.22, 15.62, fanet,
2014-04-09,2.80, 0.58, 1.76, 3.56, 2.48, 15.7, fanet,
2014-04-10,1.34, 0.21, 12.34, 2.41, 1.7, 12.08, fanet,
2014-04-11,3.62, -1.09, 16.78, 3.11, 2.17, 13.95, fanet,
2014-04-12,1.14, -0.21, 14.23, 3.81, 2.59, 18.82, fanet,
2014-04-13,1.38, -0.84, 17.27, 2.42, 1.86, 12.41, fanet,
2014-04-14,1.12, 0.18, 10.37, 2.46, 1.83, 13.04, fanet,
2014-04-15,1.41, -0.23, 5.95, 2.65, 1.9, 12.99, fanet,
2014-04-16,4.22, 2.59, 12.33, 2.61, 1.93, 12.79, fanet,
2014-04-17,0.15, 0.62, 11.65, 2.95, 2.26, 13.81, fanet,
2014-04-18,2.37, -1.41, 10.23, 2.84, 2.09, 13.79, fanet,
2014-04-19,3.87, 0.36, 5.58, 3.61, 2.58, 16.86, fanet,
2014-04-20,3.66, 1.83, 18.33, 3.58, 2.49, 16.36, fanet,
2014-04-21,1.65, 0.13, 1.00, 3.47, 2.2, 15.29, fanet,
2014-04-22,1.95, -0.63, 15.57, 2.78, 2.1, 13.09, fanet,
2014-04-23,-0.69, 0.14, -1.73, 3.81, 3.39, 16.76, fanet,
2014-04-24,1.20, -1.13, 6.80, 2.92, 2.3, 15.19, fanet,
2014-04-25,4.63, 0.94, 30.81, 2.89, 2.35, 14.14, fanet,
2014-04-26,5.58, 0.73, 8.60, 2.88, 2.36, 14.99, fanet,
2014-04-27,2.84, 2.12, 24.34, 2.23, 1.71, 11.19, fanet,
2014-04-28,5.43, 0.30, 17.51, 2.74, 2.03, 13.32, fanet,
2014-04-29,1.27, -0.62, 13.47, 2.12, 1.55, 10.64, fanet,
2014-04-30,0.98, -0.49, 12.01, 2.75, 2.1, 13.07, fanet,
2014-05-01,0.26, -0.07, 13.15, 2.06, 1.55, 10.87, fanet,
2014-05-02,4.03, -0.35, 11.22, 2.06, 1.53, 10.47, fanet,
2014-05-03,2.95, -0.81, 13.51, 2.55, 1.88, 12.53, fanet,
2014-05-04,1.52, -1.38, 2.87, 2.57, 1.75, 12.19, fanet,
2014-05-05,1.48, -1.38, 15.79, 2.36, 1.81, 12.2, fanet,
2014-05-06,1.15, -1.00, 10.73, 2.19, 1.55, 11.03, fanet,
2014-05-07,0.55, -0.56, 17.92, 2.48, 1.92, 12.4, fanet,
2014-05-08,-0.05, 0.46, 13.08, 3.42, 2.63, 17.52, fanet,
2014-05-09,0.45, -0.13, 11.62, 2.16, 1.59, 11.06, fanet,
2014-05-10,0.68, -0.94, 5.90, 2.44, 1.73, 12.48, fanet,
2014-05-11,-0.41, 0.14, 1.55, 2.56, 1.97, 12, fanet,
2014-05-12,-0.15, -0.46, 8.09, 2.28, 1.69, 11.43, fanet,
2014-05-13,0.39, -1.15, 0.16, 2.2, 1.65, 11.07, fanet,
2014-05-14,-0.59, -1.84, 9.53, 2.44, 1.74, 11.87, fanet,
2014-05-15,-0.71, -0.55, 16.81, 2.89, 2.08, 13.88, fanet,
2014-05-16,-0.04, -0.92, 9.52, 2.75, 2.02, 12.56, fanet,
2014-05-17,1.65, -1.94, 11.68, 2.74, 1.95, 12.92, fanet,
2014-05-18,0.83, -0.57, 11.53, 2.23, 1.66, 10.72, fanet,
2014-05-19,1.44, -0.99, 17.43, 2.35, 1.7, 11.5, fanet,
2014-05-20,1.09, -1.13, 6.60, 2.45, 1.88, 11.85, fanet,
2014-05-21,0.44, -1.78, 5.66, 2.39, 1.68, 11.96, fanet,
2014-05-22,-0.74, -1.14, 3.12, 2.39, 1.83, 11.77, fanet,
2014-05-23,-0.60, -1.39, 16.00, 2.35, 1.74, 11.78, fanet,
2014-05-24,0.41, -0.27, 7.97, 2.07, 1.52, 10.32, fanet,
2014-05-25,0.59, -0.72, 4.75, 2.3, 1.74, 11.51, fanet,
2014-05-26,1.03, -2.02, 6.84, 2, 1.46, 10.31, fanet,
2014-05-27,0.25, -2.67, 4.29, 1.99, 1.45, 10.22, fanet,
2014-05-28,0.04, -1.15, 4.69, 2.17, 1.56, 10.79, fanet,
2014-05-29,-0.29, -1.43, 7.99, 2.24, 1.61, 11.95, fanet,
2014-05-30,-0.18, -0.54, 5.44, 2.18, 1.55, 10.81, fanet,
2014-05-31,-0.27, -1.08, 6.47, 2.2, 1.63, 11.12, fanet,
2014-06-01,0.43, -1.37, 5.84, 2.22, 1.66, 11.28, fanet,
2014-06-02,0.06, 0.00, 8.40, 2.09, 1.58, 10.89, fanet,
2014-06-03,-0.66, -1.41, 6.82, 2, 1.49, 10.08, fanet,
2014-06-04,0.61, -0.63, 5.24, 2.11, 1.57, 10.41, fanet,
2014-06-05,0.51, -1.58, -0.16, 2.04, 1.49, 10.34, fanet,
2014-06-06,0.91, -1.12, 1.36, 2.04, 1.52, 10.28, fanet,
2014-06-07,0.26, 0.51, 10.62, 2.38, 1.74, 12.13, fanet,
2014-06-08,0.72, -0.30, 9.59, 2.28, 1.65, 11.79, fanet,
2014-06-09,1.28, -0.31, 16.06, 2.08, 1.54, 10.73, fanet,
2014-06-10,0.16, -1.72, 17.42, 2.47, 1.82, 12.35, fanet,
2014-06-11,0.74, -0.60, 15.99, 2.25, 1.62, 11.39, fanet,
2014-06-12,0.69, -0.64, 17.13, 2.1, 1.54, 10.77, fanet,
2014-06-13,0.89, -0.10, 16.06, 2.3, 1.63, 11.19, fanet,
2014-06-14,0.20, -0.81, 16.59, 2.46, 1.72, 12.49, fanet,
2014-06-15,1.44, -1.70, 10.92, 2.19, 1.62, 11.27, fanet,
2014-06-16,1.77, 0.03, 5.61, 2.29, 1.75, 11.9, fanet,
2014-06-17,1.38, -1.30, 3.34, 2.34, 1.7, 11.59, fanet,
2014-06-18,2.31, -0.44, 3.81, 2.39, 1.81, 11.75, fanet,
2014-06-19,3.41, -1.00, 14.15, 2.04, 1.5, 10.41, fanet,
2014-06-20,2.02, 0.30, 20.28, 2.23, 1.61, 11.21, fanet,
2014-06-21,-1.55, -0.47, 18.56, 2.16, 1.6, 11.29, fanet,
2014-06-22,-0.99, -1.15, 9.29, 1.99, 1.48, 10.27, fanet,
2014-06-23,0.65, -1.95, 7.11, 1.97, 1.43, 10.07, fanet,
2014-06-24,0.23, -0.14, 14.72, 2.04, 1.55, 10.46, fanet,
2014-06-25,-0.11, -1.22, 8.48, 2.02, 1.47, 10.29, fanet,
2014-06-26,-0.70, -1.80, 7.47, 1.95, 1.46, 10.07, fanet,
2014-06-27,-1.31, -1.00, 6.21, 2.02, 1.46, 10.11, fanet,
2014-06-28,0.04, -0.37, 5.74, 2.08, 1.53, 10.59, fanet,
2014-06-29,1.11, -0.46, 7.61, 2, 1.46, 10.13, fanet,
2014-06-30,0.60, -1.18, 5.69, 2.02, 1.61, 10.97, fanet,
2014-07-01,1.64, -1.67, 9.71, 2.11, 1.6, 10.72, fanet,
2014-07-02,0.39, -1.63, 4.74, 1.99, 1.51, 10.14, fanet,
2014-07-03,-0.31, -0.01, 6.91, 2.26, 1.65, 11.73, fanet,
2014-07-04,0.94, -0.71, 10.63, 2.06, 1.5, 10.62, fanet,
2014-07-05,1.79, -0.02, 7.35, 1.92, 1.42, 9.83, fanet,
2014-07-06,1.45, -0.33, 16.05, 2.09, 1.52, 10.56, fanet,
2014-07-07,4.41, 1.54, 17.83, 2.22, 1.75, 10.99, fanet,
2014-07-08,4.20, 1.07, 19.29, 2.22, 1.69, 11.55, fanet,
2014-07-09,3.33, 0.76, 13.89, 2.17, 1.67, 11.04, fanet,
2014-07-10,1.41, -1.29, 9.57, 2.22, 1.66, 11.21, fanet,
2014-07-11,-0.19, -0.40, 16.04, 2.47, 1.91, 13.34, fanet,
2014-07-12,2.71, -1.71, 17.67, 2.51, 2.06, 13.03, fanet,
2014-07-13,1.02, -1.58, 21.53, 2.26, 1.75, 11.61, fanet,
2014-07-14,1.35, -0.65, 8.38, 2.75, 1.95, 13.5, fanet,
2014-07-15,2.39, -1.19, 2.07, 2.21, 1.73, 11.68, fanet,
2014-07-16,1.22, -0.67, 5.54, 1.92, 1.41, 9.85, fanet,
2014-07-17,0.77, -1.61, 10.15, 2, 1.45, 10.32, fanet,
2014-07-18,1.16, 0.76, -0.33, 1.94, 1.46, 10.09, fanet,
2014-07-19,-0.28, -0.86, 2.18, 1.85, 1.36, 9.55, fanet,
2014-07-20,-0.04, -0.43, -5.27, 1.85, 1.36, 9.56, fanet,
2014-07-21,2.08, -0.33, -3.50, 1.88, 1.38, 9.79, fanet,
2014-07-22,0.28, -0.29, -3.61, 1.86, 1.39, 9.63, fanet,
2014-07-23,0.09, -0.67, 2.24, 1.89, 1.4, 9.76, fanet,
2014-07-24,1.63, -0.50, 9.49, 1.91, 1.4, 9.86, fanet,
2014-07-25,5.26, 0.18, 12.35, 1.94, 1.46, 9.96, fanet,
2014-07-26,1.19, 0.15, 8.95, 2.11, 1.56, 11.03, fanet,
2014-07-27,1.23, 0.10, 7.09, 1.93, 1.48, 10.05, fanet,
2014-07-28,1.65, -0.17, 4.18, 2.17, 1.68, 11.6, fanet,
2014-07-29,0.65, -0.99, 6.07, 1.96, 1.49, 10.24, fanet,
2014-07-30,-0.16, 0.38, 0.04, 2.1, 1.56, 10.72, fanet,
2014-07-31,-0.26, 0.62, -0.48, 1.95, 1.46, 9.9, fanet,
2014-08-01,-0.76, 0.99, 1.51, 2.33, 1.75, 12.19, fanet,
2014-08-02,-0.32, 1.02, 11.31, 2.6, 1.98, 13.83, fanet,
2014-08-03,0.69, 1.00, 14.20, 2.3, 1.77, 11.85, fanet,
2014-08-04,1.05, 0.20, 8.03, 2.69, 2.01, 14.08, fanet,
2014-08-05,0.41, 0.68, 11.41, 2.13, 1.65, 10.71, fanet,
2014-08-06,0.51, -0.82, 8.47, 2.12, 1.6, 11.12, fanet,
2014-08-07,1.01, 0.32, 10.55, 2.16, 1.68, 11.17, fanet,
2014-08-08,1.44, 0.23, 6.51, 2.33, 1.88, 12.35, fanet,
2014-08-09,1.15, 0.08, 15.22, 2.07, 1.57, 10.65, fanet,
2014-08-10,-0.93, 0.93, 11.70, 2.29, 1.79, 11.99, fanet,
2014-08-11,2.11, 0.66, 13.06, 2.17, 1.72, 11.21, fanet,
2014-08-12,0.97, 0.78, 11.28, 2.25, 1.7, 11.03, fanet,
2014-08-13,0.47, -0.12, 9.54, 1.98, 1.47, 10.35, fanet,
2014-08-14,0.90, 0.75, -2.04, 2.05, 1.53, 10.42, fanet,
2014-08-15,0.40, -0.35, 6.43, 1.99, 1.52, 10.24, fanet,
2014-08-16,-0.01, -1.22, 18.41, 1.91, 1.41, 10, fanet,
2014-08-17,1.76, -0.29, 16.70, 2.03, 1.52, 10.33, fanet,
2014-08-18,-0.15, -0.07, 15.29, 2.17, 1.55, 11.29, fanet,
2014-08-19,1.70, -0.72, 22.59, 2.17, 1.65, 11.01, fanet,
2014-08-20,-0.38, -0.08, 17.63, 2.45, 1.78, 11.8, fanet,
2014-08-21,1.66, -0.97, 15.58, 2.16, 1.58, 11.22, fanet,
2014-08-22,-0.56, -0.32, 18.70, 1.94, 1.44, 9.78, fanet,
2014-08-23,2.34, 0.92, 10.78, 2.02, 1.48, 10.27, fanet,
2014-08-24,0.48, -0.14, 8.08, 2.03, 1.58, 10.41, fanet,
2014-08-25,1.00, -1.07, 5.70, 2.12, 1.58, 11.06, fanet,
2014-08-26,-0.61, -1.21, 9.09, 2.14, 1.59, 10.61, fanet,
2014-08-27,0.72, 0.47, -4.70, 2.57, 1.95, 12.71, fanet,
2014-08-28,2.15, -0.40, 8.97, 2.29, 1.82, 11.44, fanet,
2014-08-29,2.57, -0.67, 9.48, 2.41, 1.84, 11.69, fanet,
2014-08-30,1.27, -1.49, 9.10, 2.24, 1.8, 11.18, fanet,
2014-08-31,-0.12, -1.85, 8.42, 2.43, 1.9, 11.88, fanet,
2014-09-01,1.46, -1.00, 0.36, 2.25, 1.76, 11.42, fanet,
2014-09-02,-0.18, -1.19, 12.83, 2.33, 1.81, 11.74, fanet,
2014-09-03,-0.60, -0.33, 4.01, 2.34, 1.86, 11.95, fanet,
2014-09-04,-0.39, 0.70, 5.62, 2.25, 1.71, 11.45, fanet,
2014-09-05,-0.02, 0.17, 5.56, 2.59, 1.99, 12.6, fanet,
2014-09-06,1.28, -0.20, 2.97, 2.56, 2.05, 12.71, fanet,
2014-09-07,0.31, -2.04, 7.13, 2.24, 1.7, 11.27, fanet,
2014-09-08,0.40, -1.61, 6.95, 2.93, 2.07, 13.66, fanet,
2014-09-09,-0.98, -0.48, 5.91, 2.73, 1.94, 12.44, fanet,
2014-09-10,-1.81, 0.63, 6.18, 2.73, 2.05, 13.04, fanet,
2014-09-11,-1.34, -0.19, 9.38, 2.53, 1.77, 12.14, fanet,
2014-09-12,0.15, 0.41, 11.96, 2.87, 2.3, 13.73, fanet,
2014-09-13,-1.27, 0.02, 8.29, 3.03, 2.3, 14.14, fanet,
2014-09-14,-1.45, 0.36, 0.92, 2.56, 1.93, 12.73, fanet,
2014-09-15,0.72, 0.75, -1.63, 2.96, 2.34, 14.3, fanet,
2014-09-16,1.34, -1.30, -4.07, 3.24, 2.4, 14.71, fanet,
2014-09-17,-1.11, -1.30, 3.37, 2.43, 1.84, 11.75, fanet,
2014-09-18,0.46, -0.37, 11.17, 2.81, 2.26, 13.36, fanet,
2014-09-19,1.78, -1.39, 7.32, 2.48, 1.94, 12.35, fanet,
2014-09-20,-1.75, -0.46, 0.88, 2.54, 2.02, 11.74, fanet,
2014-09-21,0.32, 0.98, 3.31, 2.35, 1.62, 11.46, fanet,
2014-09-22,-0.50, -0.20, 7.72, 2.98, 2.27, 15.48, fanet,
2014-09-23,0.67, 2.06, 7.04, 3.09, 2.44, 14.49, fanet,
2014-09-24,2.36, -1.35, 8.33, 2.68, 2.09, 12.6, fanet,
2014-09-25,1.27, 0.56, 2.42, 2.95, 2.47, 13.86, fanet,
2014-09-26,0.45, -1.45, 10.44, 2.9, 2.42, 13.31, fanet,
2014-09-27,1.27, -0.81, 3.42, 2.63, 1.96, 12.78, fanet,
2014-09-28,0.07, -0.98, -0.90, 2.36, 1.84, 11.48, fanet,
2014-09-29,-0.20, 0.70, -7.20, 2.84, 2.45, 13.87, fanet,
2014-09-30,0.71, -0.97, 0.18, 2.78, 2.11, 13.68, fanet,
2014-10-01,-0.33, -1.45, 0.66, 2.51, 1.92, 12.3, fanet,
2014-10-02,1.24, -0.64, 3.86, 2.71, 2.08, 12.92, fanet,
2014-10-03,1.44, -2.18, 7.02, 2.6, 2.06, 12.31, fanet,
2014-10-04,-1.41, 0.17, 4.28, 3.48, 3.06, 18.62, fanet,
2014-10-05,2.05, -1.65, 7.23, 3.31, 2.51, 15.4, fanet,
2014-10-06,1.36, 0.57, 6.39, 2.88, 2.19, 14.62, fanet,
2014-10-07,1.06, 0.22, 17.44, 2.78, 1.95, 13.57, fanet,
2014-10-08,1.55, 0.19, 24.05, 2.51, 1.89, 12.02, fanet,
2014-10-09,1.33, -0.28, 10.41, 2.59, 2.17, 13.28, fanet,
2014-10-10,1.42, 1.35, 9.78, 2.5, 1.8, 12.68, fanet,
2014-10-11,2.34, -1.18, 13.61, 2.94, 2.14, 15.09, fanet,
2014-10-12,1.02, 0.19, 11.76, 2.16, 1.65, 10.54, fanet,
2014-10-13,0.15, 1.73, 13.45, 2.67, 2.24, 12.63, fanet,
2014-10-14,1.77, -0.28, 12.71, 2.86, 2.31, 13.83, fanet,
2014-10-15,-0.37, -0.07, 13.78, 2.27, 1.72, 11.15, fanet,
2014-10-16,-0.56, 1.54, 19.90, 3.2, 2.41, 13.9, fanet,
2014-10-17,-0.45, -0.15, 8.11, 2.44, 1.77, 11.79, fanet,
2014-10-18,0.17, 0.36, 16.88, 2.81, 2.18, 13.35, fanet,
2014-10-19,0.95, 0.55, 19.79, 2.61, 2.06, 12.64, fanet,
2014-10-20,2.29, 0.78, 21.83, 3.93, 3.04, 16.67, fanet,
2014-10-21,2.50, -0.18, 14.84, 2.68, 2.09, 13.12, fanet,
2014-10-22,1.20, 1.21, 0.51, 3.32, 2.93, 16.99, fanet,
2014-10-23,2.30, -0.02, 12.25, 2.56, 1.96, 13.26, fanet,
2014-10-24,1.49, -0.16, 2.92, 2.88, 2.36, 13.99, fanet,
2014-10-25,1.13, -0.39, 2.23, 2.67, 2.23, 13.49, fanet,
2014-10-26,2.20, 0.48, -6.46, 2.68, 2.31, 14.78, fanet,
2014-10-27,-3.97, -0.06, 2.14, 3.57, 2.77, 17.99, fanet,
2014-10-28,-1.90, 0.30, 1.37, 2.93, 2.41, 15.65, fanet,
2014-10-29,-1.40, -0.04, -2.92, 2.64, 2, 12.69, fanet,
2014-10-30,-1.79, -0.47, -4.71, 2.68, 2.05, 13.52, fanet,
2014-10-31,-0.85, 3.06, 4.28, 3.38, 2.81, 16.61, fanet,
2014-11-01,-0.72, 0.74, -0.42, 3.47, 2.7, 17.86, fanet,
2014-11-02,-0.57, 0.96, 6.91, 2.43, 1.82, 12.02, fanet,
2014-11-03,1.40, 1.28, -0.07, 2.5, 1.83, 12.84, fanet,
2014-11-04,0.19, 0.39, 4.43, 3, 2.38, 14.7, fanet,
2014-11-05,0.20, -0.59, 4.56, 2.88, 2.29, 14.29, fanet,
2014-11-06,-1.23, -1.00, 8.47, 2.95, 2.15, 14.4, fanet,
2014-11-07,-1.07, -0.03, 2.20, 3.5, 2.67, 17.31, fanet,
2014-11-08,0.18, -1.13, 5.44, 2.55, 1.96, 13.19, fanet,
2014-11-09,-0.55, 0.53, 8.10, 3.21, 2.58, 15.58, fanet,
2014-11-10,0.35, 0.52, -3.27, 3.4, 2.78, 16.45, fanet,
2014-11-11,-0.03, -0.41, 3.38, 2.61, 1.9, 12.78, fanet,
2014-11-12,0.29, 0.13, 5.40, 2.99, 2.61, 15.56, fanet,
2014-11-13,3.17, -0.16, 3.74, 3.04, 2.33, 14.37, fanet,
2014-11-14,-0.63, 1.52, 11.01, 3.37, 2.52, 15.18, fanet,
2014-11-15,2.48, 0.11, 7.72, 2.99, 2.27, 15.23, fanet,
2014-11-16,-0.23, -0.97, 0.48, 2.78, 2.18, 13.63, fanet,
2014-11-17,0.93, -3.35, -0.86, 2.71, 2.03, 13.33, fanet,
2014-11-18,2.28, -0.83, 3.25, 2.78, 2.24, 13.9, fanet,
2014-11-19,-1.43, -2.13, 5.42, 2.44, 1.86, 12.51, fanet,
2014-11-20,1.47, -2.98, 4.55, 3.51, 2.5, 16.03, fanet,
2014-11-21,0.44, 0.26, 2.66, 2.63, 1.95, 12.91, fanet,
2014-11-22,0.18, 0.17, -3.65, 3.03, 2.31, 15.01, fanet,
2014-11-23,-0.97, 0.14, 0.79, 3.28, 2.63, 15.58, fanet,
2014-11-24,-0.64, -0.07, 1.10, 3.18, 2.3, 14.9, fanet,
2014-11-25,-0.83, -0.42, 8.63, 2.56, 2, 13.04, fanet,
2014-11-26,0.35, 1.47, 10.45, 2.78, 2.05, 13.7, fanet,
2014-11-27,-0.10, -0.02, -0.90, 3.4, 2.58, 16.28, fanet,
2014-11-28,-0.69, -0.62, -4.10, 3.15, 2.27, 14.26, fanet,
2014-11-29,0.25, -1.89, -6.28, 3.21, 2.52, 16.15, fanet,
2014-11-30,-1.11, -0.76, 3.76, 2.98, 2.24, 14.41, fanet,
2014-12-01,-0.61, -0.46, 0.44, 2.77, 2.21, 14.38, fanet,
2014-12-02,-0.07, -1.82, 13.90, 3.36, 2.78, 15.38, fanet,
2014-12-03,0.02, -0.70, 3.13, 2.42, 1.95, 12.12, fanet,
2014-12-04,1.49, -2.40, 4.45, 3.36, 2.38, 17.11, fanet,
2014-12-05,0.54, -1.21, 9.51, 3.12, 2.31, 15.26, fanet,
2014-12-06,-1.29, 0.51, 12.78, 2.76, 2.17, 13.77, fanet,
2014-12-07,-1.39, -0.16, 10.38, 3.19, 2.58, 15.86, fanet,
2014-12-08,-2.14, -1.59, 15.33, 2.82, 2.3, 14.06, fanet,
2014-12-09,-0.66, -0.89, 18.46, 2.98, 2.36, 15.73, fanet,
2014-12-10,0.32, -1.97, 12.37, 2.78, 1.98, 14.07, fanet,
2014-12-11,-2.50, -0.28, 15.97, 2.8, 1.93, 13.18, fanet,
2014-12-12,2.28, -0.17, 2.56, 3.38, 2.76, 17.16, fanet,
2014-12-13,0.07, -2.04, 0.28, 2.27, 1.75, 11.56, fanet,
2014-12-14,0.86, -1.61, -0.68, 2.99, 2.25, 14.43, fanet,
2014-12-15,-0.22, -2.72, 0.51, 2.68, 2.01, 13.34, fanet,
2014-12-16,-1.04, -1.73, 5.78, 2.58, 2.02, 13.39, fanet,
2014-12-17,3.42, 0.81, 1.45, 2.56, 1.86, 11.95, fanet,
2014-12-18,0.68, -1.08, -3.67, 2.56, 1.8, 13.1, fanet,
2014-12-19,-0.37, -3.98, 8.91, 2.58, 1.91, 13, fanet,
2014-12-20,1.61, -1.91, -4.52, 2.52, 1.88, 12.26, fanet,
2014-12-21,-2.12, -1.48, -1.06, 2.48, 1.78, 11.95, fanet,
2014-12-22,0.23, -0.05, -0.23, 2.75, 2.1, 13.61, fanet,
2014-12-23,1.09, 0.14, -0.84, 2.78, 2.14, 13.75, fanet,
2014-12-24,-0.32, -1.35, -2.25, 2.95, 2.13, 14.26, fanet,
2014-12-25,0.47, -0.87, 15.40, 2.68, 2.07, 13.27, fanet,
2014-12-26,0.54, -0.41, 2.60, 3.6, 3.02, 16.84, fanet,
2014-12-27,0.20, -1.18, 1.38, 2.56, 1.89, 12.96, fanet,
2014-12-28,-0.92, -0.79, 13.27, 3.35, 2.35, 15.23, fanet,
2014-12-29,0.56, -0.72, 4.72, 3.5, 2.63, 16.53, fanet,
2014-12-30,2.62, -1.65, 2.29, 2.8, 1.95, 13.79, fanet,
2014-12-31,-0.37, -1.62, 3.49, 2.43, 1.86, 12.18, fanet,
2015-01-01,0.36, -1.32, 5.80, 2.48, 1.82, 12.49, fanet,
2015-01-02,1.16, -1.89, 9.19, 2.94, 2.24, 14.52, fanet,
2015-01-03,0.55, -2.02, 6.14, 2.73, 2.01, 12.62, fanet,
2015-02-02,12.72, -86.30, 463.65, 316.48, 345.31, 1071.28, fanet,
2015-02-03,0.30, -1.54, 13.35, 3.24, 2.67, 15.79, fanet,
2015-02-04,1.42, -0.90, 2.79, 2.66, 1.98, 13.21, fanet,
2015-02-05,1.49, 0.47, 3.76, 2.47, 1.91, 12, fanet,
2015-02-06,1.10, -0.50, 9.55, 2.33, 1.67, 11.68, fanet,
2015-02-07,1.85, 0.81, 12.85, 2.94, 2.28, 14.81, fanet,
